Root,Word,Guideword,Level,Part of Speech,Topic
-,telecommunications,-,B2,noun,"communication, technology"
-,telescope,-,B2,noun,technology
-,can tell,-,B2,phrase,people: personality
-,tell,UNDERSTAND FROM,B2,verb,communication
-,tell off sb or tell sb off,-,B2,phrasal verb,communication
-,temper,ANGER,B2,noun,people: personality
-,lose your temper,-,B2,phrase,people: personality
-,temporarily,-,B2,adverb,-
-,be tempted,-,B2,phrase,people: personality
-,temptation,-,B2,noun,people: personality
-,tend to do sth,-,B2,phrase,-
-,tense,NERVOUS,B2,adjective,people: personality
-,tense,SITUATION,B2,adjective,people: personality
-,tension,FEELING,B2,noun,people: personality
-,tension,BETWEEN PEOPLE/GROUPS,B2,noun,relationships
-,term,WORD,B2,noun,communication
-,terminal,-,B2,noun,"buildings, travel"
-,in ... terms/in terms of sth,-,B2,phrase,-
-,terms,RULES,B2,noun,communication
-,terrace,-,B2,noun,buildings
-,terribly,VERY BADLY,B2,adverb,-
-,terrify,-,B2,verb,people: personality
-,terrifying,-,B2,adjective,people: personality
-,territory,COUNTRY'S LAND,B2,noun,"natural world, politics"
-,territory,PERSON'S/ANIMAL'S LAND,B2,noun,animals
-,terror,-,B2,noun,people: personality
-,terrorist,-,B2,noun,crime
-,terrorism,-,B2,noun,crime
-,test,SITUATION,B2,noun,people: personality
-,test,CHECK,B2,verb,people: actions
-,test,"PROVE QUALITY/STRENGTH, ETC.",B2,verb,-
-,text,BOOK/PLAY,B2,noun,"communication, education"
-,thanks to sb/sth,-,B2,phrase,-
-,thanks,-,B2,noun,communication
-,that's it,-,B2,phrase,-
-,that,REACTION,B2,pronoun,-
-,that,PAST,B2,pronoun,-
-,that,-,B2,adverb,describing things
-,the,TIME,B2,determiner,-
-,the,COMPARE,B2,determiner,-
-,theft,-,B2,noun,"crime, people: actions"
-,theme,-,B2,noun,communication
-,themselves,EMPHASIS,B2,pronoun,-
-,then,IN ADDITION,B2,adverb,-
-,now and then,-,B2,phrase,-
-,theory,IDEA,B2,noun,-
-,in theory,-,B2,phrase,-
-,therapy,-,B2,noun,body and health
-,here and there,-,B2,phrase,-
-,there,POINT,B2,adverb,-
-,thermometer,-,B2,noun,technology
-,thesis,WRITING,B2,noun,"communication, education"
-,they,PEOPLE,B2,pronoun,-
-,thick,"SMOKE, ETC.",B2,adjective,describing things
-,thigh,-,B2,noun,body and health
-,the whole thing,-,B2,phrase,-
-,thing,IDEA,B2,noun,-
-,among other things,-,B2,phrase,communication
-,no such thing,-,B2,phrase,-
-,it's a good thing,-,B2,phrase,communication
-,the thing is...,-,B2,phrase,communication
-,not a single thing,-,B2,phrase,describing things
-,the main thing,-,B2,phrase,-
-,thing,PERSON/ANIMAL,B2,noun,-
-,think,CONSIDER PEOPLE,B2,verb,-
-,think over sth or think sth over ,-,B2,phrasal verb,-
-,think through sth or think sth through,-,B2,phrasal verb,-
-,third,-,B2,noun,-
-,the third person,-,B2,noun,-
-,thirst,WANTING DRINK,B2,noun,food and drink
-,(be) in your thirties,-,B2,phrase,people: appearance
-,the thirties,-,B2,phrase,-
-,thorough,-,B2,adjective,-
-,thoroughly,VERY MUCH,B2,adverb,-
-,thoroughly,CAREFULLY,B2,adverb,-
-,those who/which/that,-,B2,phrase,-
-,even though,-,B2,phrase,-
-,though,BUT,B2,conjunction,-
-,as though,-,B2,phrase,-
-,though,-,B2,adverb,-
-,thought,THINKING,B2,noun,-
-,thoughtful,KIND,B2,adjective,people: personality
-,thousands,-,B2,phrase,-
-,threat,DAMAGE,B2,noun,-
-,threat,THING SAID,B2,noun,communication
-,threaten,HARM,B2,verb,communication
-,thrilled,-,B2,adjective,people: personality
-,thrilling,-,B2,adjective,describing things
-,throughout,WHOLE TIME,B2,preposition,-
-,throw out sb or throw sb out,-,B2,phrasal verb,people: actions
-,throw up (sth) or throw (sth) up,-,B2,phrasal verb,body and health
-,thus,-,B2,adverb,communication
-,tide,-,B2,noun,natural world
-,tie up sb/sth or tie sb/sth up,-,B2,phrasal verb,people: actions
-,tight,FIRM,B2,adjective,describing things
-,tight,CONTROLLED,B2,adjective,-
-,tight,NOT MUCH,B2,adjective,-
-,tight,-,B2,adverb,-
-,tighten,-,B2,verb,people: actions
-,tightly,-,B2,adverb,-
-,time,HISTORICAL PERIOD,B2,noun,-
-,for some time,-,B2,phrase,-
-,from time to time,-,B2,phrase,-
-,time,MEASURE HOW LONG,B2,verb,people: actions
-,times,-,B2,preposition,-
-,timetable,PLAN,B2,noun,-
-,timing,-,B2,noun,-
-,tin,FOR STORING,B2,noun,food and drink
-,tiredness,-,B2,noun,people: personality
-,to,RANGE,B2,preposition,-
-,to date,-,B2,phrase,-
-,to my mind,-,B2,phrase,communication
-,today,PRESENT TIME,B2,adverb,-
-,today,PRESENT TIME,B2,noun,-
-,toenail,-,B2,noun,body and health
-,together,CONNECTED,B2,adverb,describing things
-,together,COMBINED,B2,adverb,-
-,tolerate,ACCEPT,B2,verb,people: personality
-,tomb,-,B2,noun,-
-,ton,WEIGHT,B2,noun,describing things
-,tons of sth,-,B2,phrase,describing things
-,tone,VOICE,B2,noun,communication
-,tone,TELEPHONE,B2,noun,technology
-,mother tongue,-,B2,phrase,communication
-,tool,MAKE/REPAIR,B2,noun,-
-,tool,EQUIPMENT,B2,noun,-
-,on top of sth,-,B2,phrase,-
-,top,-,B2,adverb,-
-,torch,-,B2,noun,-
-,tornado,-,B2,noun,natural world
-,total,VERY GREAT,B2,adjective,communication
-,touch,GET CLOSE,B2,verb,-
-,touch,EMOTION,B2,verb,people: personality
-,lose touch,-,B2,phrase,communication
-,touch,ABILITY,B2,noun,body and health
-,touch,HAND,B2,noun,people: actions
-,tough,DIFFICULT,B2,adjective,-
-,tough,STRONG PERSON,B2,adjective,people: personality
-,tough,FOOD,B2,adjective,food and drink
-,towards,IN RELATION TO,B2,preposition,communication
-,toxic,-,B2,adjective,body and health
-,trace,-,B2,noun,-
-,track,MUSIC,B2,noun,arts and media
-,track,TYPE OF SPORT,B2,noun,shopping
-,lose track,IDIOM,B2,phrase,-
-,track,MARKS,B2,noun,-
-,trade,JOB,B2,noun,work
-,trade,-,B2,verb,"people: actions, shopping"
-,tradition,-,B2,noun,-
-,traditionally,-,B2,adverb,-
-,tragic,-,B2,adjective,people: personality
-,tragedy,-,B2,noun,-
-,trail,PATH,B2,noun,travel
-,train,TEACH,B2,verb,"education, people: actions, work"
-,train,LEARN,B2,verb,"education, people: actions, work"
-,transfer,CHANGE JOB/TEAM,B2,verb,work
-,transfer,-,B2,noun,-
-,transform,-,B2,verb,people: actions
-,transitive,-,B2,adjective,-
-,transparent,-,B2,adjective,describing things
-,transport,-,B2,verb,"people: actions, travel"
-,transport,GOODS/PEOPLE,B2,noun,travel
-,trap,CATCHING ANIMALS,B2,noun,animals
-,be trapped,-,B2,phrase,-
-,trap,DANGEROUS SITUATION,B2,noun,-
-,tray,-,B2,noun,food and drink
-,treasure,"GOLD/JEWELS, ETC.",B2,noun,money
-,treat,DEAL WITH,B2,verb,-
-,treat,MEDICAL,B2,verb,body and health
-,treat,CONSIDER,B2,verb,-
-,treat,SPECIAL,B2,verb,-
-,treatment,MEDICAL,B2,noun,body and health
-,treatment,DEALING WITH,B2,noun,-
-,trekking,-,B2,noun,travel
-,tremble,-,B2,verb,"people: actions, people: personality"
-,tremendous,GOOD,B2,adjective,describing things
-,tremendously,-,B2,adverb,communication
-,tremendous,LARGE,B2,adjective,describing things
-,trial,IN COURT,B2,noun,crime
-,triangle,-,B2,noun,describing things
-,tribe,-,B2,noun,relationships
-,trick,METHOD,B2,noun,-
-,tricky,-,B2,adjective,-
-,trick,-,B2,verb,-
-,trip,-,B2,verb,people: actions
-,trivial,-,B2,adjective,describing things
-,trolley,-,B2,noun,-
-,tropical,-,B2,adjective,natural world
-,trophy,-,B2,noun,shopping
-,trouble,EXTRA WORK,B2,noun,-
-,the trouble with sb/sth,-,B2,phrase,-
-,trouble,DIFFICULT SITUATION,B2,noun,-
-,trouble,FIGHTING,B2,noun,-
-,truly,VERY,B2,adverb,-
-,trunk,-,B2,noun,natural world
-,trust,-,B2,noun,people: personality
-,truth,BEING TRUE,B2,noun,-
-,try,-,B2,noun,people: actions
-,try out sth or try sth out,-,B2,phrasal verb,people: actions
-,tube,PIPE,B2,noun,-
-,turn,GO ROUND,B2,verb,people: actions
-,"turn blue/cold/nasty, etc.",-,B2,phrase,-
-,turn (sth) back,-,B2,phrasal verb,-
-,turn down sb/sth or turn sb/sth down ,-,B2,phrasal verb,communication
-,turn out,HAPPEN,B2,phrasal verb,-
-,turn out,BE DISCOVERED,B2,phrasal verb,-
-,turn out,GO,B2,phrasal verb,people: actions
-,turn to sb/sth ,-,B2,phrasal verb,communication
-,turn up (somewhere) ,-,B2,phrasal verb,"people: actions, travel"
-,take turns or take it in turns,-,B2,phrase,people: actions
-,turn,CHANGE IN DIRECTION,B2,noun,-
-,tutor,-,B2,noun,"education, work"
-,(be) in your twenties,-,B2,phrase,people: appearance
-,the twenties,-,B2,phrase,-
-,twisted,BENT,B2,adjective,describing things
-,typically,EXPECTED CHARACTERISTICS,B2,adverb,-
-,ultimate,MOST,B2,adjective,-
-,unacceptable,-,B2,adjective,describing things
-,unattractive,NOT BEAUTIFUL,B2,adjective,-
-,unavailable,IMPOSSIBLE TO GET,B2,adjective,shopping
-,unaware,-,B2,adjective,people: personality
-,unbearable,-,B2,adjective,-
-,unbelievable,UNLIKELY,B2,adjective,-
-,uncertain,NOT SURE,B2,adjective,people: personality
-,uncertain,NOT KNOWN,B2,adjective,-
-,unchanged,-,B2,adjective,-
-,unclear,DIFFICULT TO UNDERSTAND,B2,adjective,-
-,be unclear about sth,-,B2,phrase,-
-,unconscious,AS THOUGH SLEEPING,B2,adjective,body and health
-,be under the impression,-,B2,phrase,people: personality
-,under,IN A PARTICULAR STATE,B2,preposition,-
-,"under attack/control/investigation, etc.",-,B2,phrase,-
-,underestimate,NOT KNOW SIZE,B2,verb,-
-,underground,-,B2,adjective,natural world
-,underground,-,B2,adjective,natural world
-,underline,EMPHASIZE,B2,verb,communication
-,underneath,-,B2,adverb,describing things
-,understandable,-,B2,adjective,-
-,understanding,KNOWLEDGE,B2,noun,-
-,understanding,SYMPATHY,B2,noun,people: personality
-,understanding,-,B2,adjective,people: personality
-,underwater,-,B2,adjective,-
-,undo,OPEN,B2,verb,people: actions
-,undo,CHANGE BACK,B2,verb,technology
-,undoubtedly,-,B2,adverb,communication
-,undressed,-,B2,adjective,clothes
-,uneasy,-,B2,adjective,people: personality
-,unexpectedly,-,B2,adverb,people: personality
-,unfair,NOT TRUE,B2,adjective,-
-,unfairly,-,B2,adverb,-
-,unfamiliar,NOT KNOWN,B2,adjective,-
-,be unfamiliar with sth ,-,B2,phrase,people: personality
-,unfashionable,-,B2,adjective,"clothes, describing things"
-,unfit,NOT GOOD ENOUGH,B2,adjective,describing things
-,unfortunate,BAD SITUATION,B2,adjective,-
-,unfortunate,UNLUCKY,B2,adjective,people: personality
-,unhappiness,-,B2,noun,people: personality
-,unhelpful,NO HELP,B2,adjective,people: personality
-,union,JOINING,B2,noun,-
-,unique,SPECIAL,B2,adjective,-
-,unique,DIFFERENT,B2,adjective,-
-,united,JOINED,B2,adjective,relationships
-,united,IN AGREEMENT,B2,adjective,relationships
-,universal,-,B2,adjective,-
-,unlike,DIFFERENT,B2,preposition,-
-,unlimited,-,B2,adjective,describing things
-,unlock,-,B2,verb,people: actions
-,unnatural,-,B2,adjective,-
-,unpopular,-,B2,adjective,people: personality
-,unpredictable,-,B2,adjective,-
-,unrealistic,-,B2,adjective,people: personality
-,unreasonable,-,B2,adjective,people: personality
-,unreliable,-,B2,adjective,people: personality
-,unsatisfactory,-,B2,adjective,describing things
-,unsuccessful,-,B2,adjective,-
-,unsuitable,-,B2,adjective,-
-,unsure,NOT CERTAIN,B2,adjective,people: personality
-,untie,-,B2,verb,people: actions
-,"unusually big/strong/good,etc.",-,B2,phrase,describing things
-,unwilling,-,B2,adjective,-
-,up,COMPLETE,B2,adverb,-
-,up,INCREASE,B2,adverb,-
-,up and down,-,B2,phrase,-
-,up and down,-,B2,phrase,-
-,upbringing,-,B2,noun,"people: personality, relationships"
-,update,MAKE MORE MODERN,B2,verb,people: actions
-,update,NEW FORM,B2,noun,-
-,update,NEW INFORMATION,B2,noun,communication
-,upgrade,-,B2,noun,technology
-,upgrade,-,B2,verb,people: actions
-,upon,ON,B2,preposition,describing things
-,upright,-,B2,adjective,describing things
-,upset,-,B2,verb,"people: actions, people: personality"
-,upset stomach,-,B2,phrase,body and health
-,upside down,-,B2,adverb,describing things
-,urban,-,B2,adjective,-
-,use,WORD,B2,verb,-
-,use up sth or use sth up,-,B2,phrasal verb,people: actions
-,be (of) any/some use,-,B2,phrase,-
-,use,WORD,B2,noun,communication
-,be (of) no use,-,B2,phrase,-
-,be no use doing sth,-,B2,phrase,-
-,make use of sth,-,B2,phrase,-
-,vacant,JOB,B2,adjective,work
-,vacant,EMPTY,B2,adjective,-
-,valid,GOOD REASON,B2,adjective,-
-,valid,OFICIALLY ACCEPTABLE,B2,adjective,-
-,valuable,INFORMATION,B2,adjective,-
-,values,-,B2,phrase,people: personality
-,value,IMPORTANCE,B2,verb,-
-,vanish,-,B2,verb,-
-,variation,DIFFERENCE,B2,noun,-
-,varied,-,B2,adjective,-
-,vary,BE DIFFERENT,B2,verb,-
-,vary,CHANGE,B2,verb,-
-,vast,-,B2,adjective,describing things
-,venue,-,B2,noun,buildings
-,verse,-,B2,noun,arts and media
-,version,FORM,B2,noun,-
-,victim,-,B2,noun,"body and health, crime"
-,victory,-,B2,noun,shopping
-,view,ABILITY TO SEE,B2,noun,-
-,in view of sth,-,B2,phrase,-
-,viewer,-,B2,noun,arts and media
-,vinegar,-,B2,noun,food and drink
-,violence,HURT,B2,noun,people: actions
-,violent,ACTION,B2,adjective,people: personality
-,violently,-,B2,adverb,people: personality
-,violent,PERSON,B2,adjective,people: personality
-,virtual,USING COMPUTER,B2,adjective,technology
-,virtually,ALMOST,B2,adverb,communication
-,virtual reality,-,B2,noun,technology
-,virtually,COMPUTER,B2,adverb,technology
-,virus,SMALL ORGANISM,B2,noun,body and health
-,visible,CAN BE SEEN,B2,adjective,-
-,vision,IDEA,B2,noun,-
-,vision,SIGHT,B2,noun,-
-,visual,-,B2,adjective,-
-,vital,-,B2,adjective,-
-,vitamin,-,B2,noun,"body and health, food and drink"
-,vivid,COLOURS,B2,adjective,describing things
-,vivid,DESCRIPTIONS,B2,adjective,people: personality
-,vividly,-,B2,adverb,-
-,lose your voice,-,B2,phrase,body and health
-,volcano,-,B2,noun,natural world
-,volume,AMOUNT,B2,noun,describing things
-,volunteer,-,B2,noun,-
-,vote,DECIDE,B2,noun,-
-,voyage,-,B2,noun,travel
-,waist,-,B2,noun,body and health
-,wait,-,B2,noun,people: actions
-,"a short/ten-minute, etc. walk",-,B2,phrase,-
-,wander,WALK SLOWLY,B2,verb,people: actions
-,ward,-,B2,noun,"body and health, buildings"
-,warm,-,B2,verb,people: actions
-,warmly,KEEP WARM,B2,adverb,-
-,warmly,FRIENDLY,B2,adverb,people: personality
-,warmth,FEELING,B2,noun,people: personality
-,warmth,HEAT,B2,noun,natural world
-,wasp,-,B2,noun,animals
-,waste,UNWANTED MATTER,B2,noun,-
-,watch,BE CAREFUL,B2,verb,people: actions
-,watch out,-,B2,phrasal verb,communication
-,water,PLANTS,B2,verb,people: actions
-,waterproof,-,B2,adjective,-
-,wave,ENERGY,B2,noun,-
-,one way or another,-,B2,phrase,-
-,one way or the other,-,B2,phrase,-
-,the other way round/around,-,B2,phrase,-
-,make your way,-,B2,phrase,-
-,in a way; in some/many ways,-,B2,phrase,-
-,all the way,-,B2,phrase,-
-,weak,CHARACTER,B2,adjective,-
-,weak,TASTE,B2,adjective,food and drink
-,weak,SLIGHT,B2,adjective,-
-,weakness,NOT STRONG,B2,noun,-
-,weakness,NOT EFFECTIVE,B2,noun,-
-,wealth,MONEY,B2,noun,money
-,wealthy,-,B2,adjective,money
-,weapon,-,B2,noun,-
-,wear,HAIR,B2,verb,-
-,wear off,-,B2,phrasal verb,-
-,wear sb out or wear out sb,-,B2,phrasal verb,people: actions
-,weigh,CONSIDER CAREFULLY,B2,verb,-
-,weight,HEAVINESS,B2,noun,describing things
-,weight,OBJECT,B2,noun,-
-,weird,-,B2,adjective,-
-,welcome,ENCOURAGE,B2,verb,communication
-,welcome,PLEASING,B2,adjective,people: personality
-,welfare,HEALTH,B2,noun,body and health
-,may/might as well,-,B2,phrase,-
-,may/might/could well,-,B2,phrase,-
-,well,EMPHASIS,B2,adverb,communication
-,it's just as well,-,B2,phrase,-
-,well-balanced,FOOD,B2,adjective,food and drink
-,well-built,-,B2,adjective,people: appearance
-,well-organized,-,B2,adjective,-
-,well-paid,-,B2,adjective,"money, work"
-,(the) West,-,B2,phrase,-
-,What ...for?,-,B2,phrase,communication
-,what's/what is more,-,B2,phrase,communication
-,whatever,NO DIFFERENCE,B2,pronoun,communication
-,or whatever,-,B2,phrase,-
-,whatever,NO DIFFERENCE,B2,determiner,-
-,wheat,-,B2,noun,"food and drink, natural world"
-,the wheel,-,B2,phrase,travel
-,when,ALTHOUGH,B2,conjunction,-
-,whenever possible,-,B2,phrase,-
-,where,PROCESS/ACTIVITY,B2,conjunction,-
-,whereas,-,B2,conjunction,communication
-,wherever possible,-,B2,phrase,-
-,which,AFTER PREPOSITION,B2,pronoun,-
-,whichever,ANY,B2,determiner,-
-,which,GIVING OPINION,B2,pronoun,-
-,whichever,NOT IMPORTANT,B2,determiner,-
-,whichever,-,B2,pronoun,-
-,while,ALTHOUGH,B2,conjunction,communication
-,(every) once in a while,-,B2,phrase,-
-,whisper,-,B2,verb,communication
-,whisky,-,B2,noun,food and drink
-,whistle,-,B2,verb,people: actions
-,whistle,-,B2,noun,arts and media
-,Who cares?,-,B2,phrase,communication
-,whoever,PERSON,B2,pronoun,-
-,whoever,NOT IMPORTANT,B2,pronoun,-
-,as a whole,-,B2,phrase,describing things
-,whom,-,B2,pronoun,-
-,wide,APART,B2,adverb,-
-,differ/vary widely,-,B2,phrase,-
-,widely,INCLUDING A LOT,B2,adverb,-
-,widen,MAKE WIDER,B2,verb,"describing things, people: actions"
-,widen,INCREASE,B2,verb,people: actions
-,widow,-,B2,noun,relationships
-,width,-,B2,noun,describing things
-,wild,ENERGETIC,B2,adjective,-
-,wild,LAND,B2,adjective,natural world
-,wildly,WITHOUT CONTROL,B2,adverb,-
-,will have,-,B2,phrase,-
-,will,MENTAL POWER,B2,noun,people: personality
-,willingly,-,B2,adverb,people: personality
-,willingness,-,B2,noun,people: personality
-,win,ARGUMENT,B2,verb,"communication, people: actions"
-,"wind (sth) around/round, etc. sth",-,B2,phrase,people: actions
-,"wind along/through, etc.",-,B2,phrase,-
-,winding,-,B2,adjective,describing things
-,wing,AIRCRAFT,B2,noun,travel
-,"wipe sth away/from/off, etc.",-,B2,phrase,people: actions
-,wipe,CLEAN,B2,verb,people: actions
-,wire,METAL THREAD,B2,noun,-
-,wire,ELECTRICITY,B2,noun,technology
-,wisdom,KNOWLEDGE,B2,noun,people: personality
-,wise,-,B2,adjective,people: personality
-,wish to do sth,-,B2,phrase,people: personality
-,wish,WANT,B2,noun,people: personality
-,with,CAUSE,B2,preposition,-
-,with respect to sth,-,B2,phrase,communication
-,with,RELATING TO,B2,preposition,-
-,within,LIMIT,B2,preposition,describing things
-,witness,-,B2,noun,crime
-,witness,-,B2,verb,"crime, people: actions"
-,witty,-,B2,adjective,people: personality
-,wolf,-,B2,noun,animals
-,no wonder,-,B2,phrase,communication
-,have a word (with sb),-,B2,phrase,communication
-,in other words,-,B2,phrase,communication
-,work,CREATION,B2,noun,arts and media
-,work at sth ,-,B2,phrasal verb,people: actions
-,work on sth,-,B2,phrasal verb,people: actions
-,work sth out or work out sth,-,B2,phrasal verb,people: actions
-,work out,BECOME BETTER,B2,phrasal verb,-
-,a working knowledge of sth,-,B2,phrase,-
-,worldwide,-,B2,adjective,natural world
-,worm,-,B2,noun,animals
-,worry,MAKE SOMEONE ANXIOUS,B2,verb,people: personality
-,worrying,-,B2,adjective,people: personality
-,worry,BEING ANXIOUS ,B2,noun,people: personality
-,worse and worse,-,B2,phrase,describing things
-,to make matters worse,-,B2,phrase,-
-,worst of all,-,B2,phrase,communication
-,worst,-,B2,adverb,-
-,worthwhile,-,B2,adjective,-
-,would,OFTEN,B2,modal verb,-
-,wound,-,B2,noun,body and health
-,wound,-,B2,verb,"body and health, people: actions"
-,wrap,PROTECT,B2,verb,people: actions
-,wrist,-,B2,noun,body and health
-,writing,WORK,B2,noun,communication
-,in writing,-,B2,phrase,communication
-,wrong,NOT MORAL,B2,adjective,-
-,wrongly,INCORRECTLY,B2,adverb,-
-,X-ray,-,B2,noun,body and health
-,yacht,-,B2,noun,travel
-,yawn,-,B2,verb,people: actions
-,yell,-,B2,verb,communication
-,yell,-,B2,noun,communication
-,"the best/worst, etc. yet",-,B2,phrase,-
-,yet again,-,B2,phrase,-
-,the young,-,B2,phrase,people: appearance
-,Yours faithfully,-,B2,phrase,communication
-,yourself,EMPHASIS,B2,pronoun,-
-,yourself,PEOPLE GENERALLY,B2,pronoun,-
-,sb's youth,-,B2,phrase,people: appearance
-,zebra,-,B2,noun,animals
-,zip,-,B2,noun,clothes
-,abandon,STOP DOING,C1,verb,-
-,abnormal,-,C1,adjective,describing things
-,aboard,-,C1,adverb,travel
-,abortion,-,C1,noun,body and health
-,Absolutely!,-,C1,phrase,communication
-,absorb,REMEMBER,C1,verb,-
-,abuse,WRONG ACTION,C1,noun,-
-,accelerate,HAPPEN,C1,verb,-
-,acceptable,ALLOWED,C1,adjective,-
-,acceptance,-,C1,noun,-
-,accepted,-,C1,adjective,-
